fund,fund_code,fund_name,snapshot_date,instrument,currency,weight,source_url,raw_file,raw_sha256,captured_at_utc
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,ADV ENERGY INDS,USD,3.58,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,FABRINET,USD,3.56,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,CIENA CORP,USD,3.22,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,QUANTA SERVICES,USD,3.21,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,AXT INC,USD,3.04,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,CREDO TECHNOLOGY GROUP HOLDI,USD,2.77,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,ONTO INNOVATION,USD,2.65,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,CAMTEK LTD,USD,2.6,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,BWX TECHNOLOGIES,USD,2.23,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,VERTIV HOLDINGS,USD,2.19,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,MKS INC,USD,2.18,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,META PLATFORMS-A,USD,2.17,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,NEBIUS GROUP NV,USD,1.83,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,AMPHENOL CORP,USD,1.8,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,GENERAL ELECTRIC,USD,1.39,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,IREN LTD,USD,1.28,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,APPLOVIN CO-CL A,USD,1.28,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,AXON ENTERPRISE,USD,0.82,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,KARMAN HOLDINGS INC,USD,0.73,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,INAV - ZAR.CASH,ZAR,0.41,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-12,INAV - USD.CASH,USD,0.0,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260512.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260512.csv,0137d006f1a6ca756119040bdf8212d6e07545ac5f3748ffe50b5f8f58c2fddc,2026-05-12T07:43:29Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,LUMENTUM HOL,USD,8.98,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,COMFORT SYSTEMS,USD,7.6,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,BLOOM ENERGY C-A,USD,5.98,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,NVIDIA CORP,USD,5.62,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,COHERENT CORP,USD,5.2,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,VICOR CORP,USD,5.02,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,FORMFACTOR INC,USD,4.74,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,GE VERNOVA LLC,USD,4.52,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,MICRON TECH,USD,3.91,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,ARGAN INC,USD,3.71,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,FABRINET,USD,3.5,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,ADV ENERGY INDS,USD,3.44,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,CIENA CORP,USD,3.21,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,QUANTA SERVICES,USD,3.16,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,AXT INC,USD,2.99,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,INAV - ZAR.CASH,ZAR,2.86,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,CREDO TECHNOLOGY GROUP HOLDI,USD,2.63,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,ONTO INNOVATION,USD,2.57,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,CAMTEK LTD,USD,2.2,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,BWX TECHNOLOGIES,USD,2.2,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,META PLATFORMS-A,USD,2.19,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,VERTIV HOLDINGS,USD,2.19,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,MKS INC,USD,2.14,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,AMPHENOL CORP,USD,1.89,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,NEBIUS GROUP NV,USD,1.77,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,GENERAL ELECTRIC,USD,1.38,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,IREN LTD,USD,1.32,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,APPLOVIN CO-CL A,USD,1.32,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,AXON ENTERPRISE,USD,0.82,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,KARMAN HOLDINGS INC,USD,0.78,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-13,INAV - USD.CASH,USD,0.0,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260513.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260513.csv,8e3b37a1a9b0b92ffe554d59e67e275993d00230b80e27a690f708bb0a737cc2,2026-05-13T11:37:32Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,LUMENTUM HOL,USD,9.14,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,COMFORT SYSTEMS,USD,7.52,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,BLOOM ENERGY C-A,USD,6.05,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,NVIDIA CORP,USD,5.63,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,COHERENT CORP,USD,5.5,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,VICOR CORP,USD,5.2,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,FORMFACTOR INC,USD,4.55,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,GE VERNOVA LLC,USD,4.38,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,MICRON TECH,USD,4.01,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,ARGAN INC,USD,3.84,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,FABRINET,USD,3.76,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,ADV ENERGY INDS,USD,3.37,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,CIENA CORP,USD,3.15,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,QUANTA SERVICES,USD,3.13,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,AXT INC,USD,2.91,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,INAV - ZAR.CASH,ZAR,2.82,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,ONTO INNOVATION,USD,2.51,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,CREDO TECHNOLOGY GROUP HOLDI,USD,2.46,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,META PLATFORMS-A,USD,2.2,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
easyai,EASYAI,EasyETFs AI World Actively Managed ETF,2026-05-14,VERTIV HOLDINGS,USD,2.16,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYAI_PCF_ZAR_20260514.csv,data/raw/easyai/EASYAI_PCF_ZAR_20260514.csv,81fbade0008bf74393282e5bccafeda965a0c708efd60dadee1d7a16a658fbe1,2026-05-14T09:33:37Z
